workplace_id,n_visits_5y,n_investigations_5y,days_since_last_visit,primary_naics,n_orders_5y,n_stop_work_5y,n_time_unknown_5y,pct_complied_5y,investigation_ratio,target_serious_2023
1825876,32,32,71,621911.0,17,0,0,1.0,1.0,0
1826329,8,0,18,339990.0,36,0,0,1.0,0.0,1
1826647,1,1,1145,611110.0,0,0,0,,1.0,0
1826928,1,1,456,238160.0,0,0,0,,1.0,0
1827287,3,3,1304,212315.0,10,1,1,0.9,1.0,1
1827432,3,3,1346,561799.0,3,0,0,1.0,1.0,0
1828125,8,4,51,416390.0,33,3,3,0.9090909090909091,0.5,0
1828267,2,0,1431,453999.0,6,0,0,1.0,0.0,0
1828468,3,3,68,339990.0,12,2,5,0.8333333333333334,1.0,0
1828612,2,1,1395,445110.0,12,0,0,1.0,0.5,0
1828826,2,0,1234,445110.0,2,0,0,1.0,0.0,0
1829222,1,0,1775,452999.0,2,0,0,1.0,0.0,0
1829438,4,4,359,624110.0,7,0,0,1.0,1.0,0
1829624,19,16,199,623110.0,3,0,0,1.0,0.8421052631578947,0
1829684,66,49,47,622111.0,37,0,0,0.972972972972973,0.7424242424242424,0
1829807,4,3,385,722511.0,0,0,0,,0.75,0
1830058,12,10,234,445110.0,13,0,0,1.0,0.8333333333333334,0
1830375,9,0,59,212314.0,3,0,0,1.0,0.0,0
1830483,11,10,1475,621610.0,13,0,0,1.0,0.9090909090909091,0
1830688,22,16,120,623110.0,1,0,0,1.0,0.7272727272727273,0
1830846,2,0,449,448110.0,0,0,0,,0.0,0
1831166,9,3,351,623310.0,7,0,0,1.0,0.3333333333333333,0
1831295,1,1,1551,493110.0,2,0,0,1.0,1.0,0
1831397,2,0,449,448110.0,1,0,0,1.0,0.0,0
1831458,30,25,53,326193.0,55,10,10,0.8181818181818182,0.8333333333333334,0
1831635,1,0,431,448210.0,0,0,0,,0.0,0
1831644,1,0,486,448210.0,0,0,0,,0.0,0
1831845,37,36,31,485110.0,20,0,0,1.0,0.972972972972973,0
1832594,3,2,498,448210.0,0,0,0,,0.6666666666666666,0
1832783,5,0,1068,448110.0,7,0,0,1.0,0.0,0
1832867,1,1,1307,622310.0,0,0,0,,1.0,0
1833004,2,0,744,442298.0,6,0,0,1.0,0.0,0
1833043,2,1,1986,493110.0,0,0,0,,0.5,0
1833219,3,3,575,912210.0,1,0,0,1.0,1.0,0
1833238,1,0,11,811192.0,9,0,0,1.0,0.0,0
1833416,31,7,17,212220.0,94,6,6,0.925531914893617,0.22580645161290322,0
1833574,1,1,1,453999.0,1,0,0,1.0,1.0,0
1833782,1,0,628,332999.0,0,0,0,,0.0,0
1833790,8,0,256,446110.0,1,0,0,1.0,0.0,0
1833859,4,0,395,722511.0,13,0,0,1.0,0.0,0
1834223,2,0,43,332710.0,3,0,0,1.0,0.0,0
1834234,2,0,1647,332710.0,6,0,0,1.0,0.0,0
1834708,3,3,397,339990.0,2,0,0,1.0,1.0,0
1835218,1,1,590,337123.0,2,0,0,1.0,1.0,1
1835574,2,0,1877,722512.0,0,0,0,,0.0,0
1835775,2,0,1076,333619.0,3,0,0,1.0,0.0,0
1836490,1,0,1543,413110.0,2,0,0,1.0,0.0,0
1836502,10,7,452,445110.0,1,0,0,1.0,0.7,0
1836567,1,1,808,445310.0,0,0,0,,1.0,0
1836669,5,5,1038,611110.0,5,0,0,1.0,1.0,0
1836767,1,0,866,448140.0,0,0,0,,0.0,0
1837101,1,0,1614,453910.0,4,0,0,1.0,0.0,0
1837108,1,0,24,333310.0,3,0,0,1.0,0.0,0
1837271,5,0,500,448210.0,3,0,0,1.0,0.0,0
1837312,3,0,93,448210.0,2,0,0,1.0,0.0,0
1837470,10,6,138,623999.0,1,0,0,1.0,0.6,0
1837620,3,0,235,325120.0,0,0,0,,0.0,0
1837695,3,3,2040,722511.0,7,0,0,1.0,1.0,0
1838018,58,57,23,622310.0,19,0,0,1.0,0.9827586206896551,0
1838076,3,0,288,441310.0,6,0,0,1.0,0.0,0
1838086,1,1,2124,326114.0,0,0,0,,1.0,0
1838298,9,9,131,311111.0,13,0,0,1.0,1.0,0
1838328,2,2,116,447110.0,0,0,0,,1.0,0
1838602,6,6,16,722511.0,19,0,0,1.0,1.0,0
1838694,12,7,304,111419.0,7,3,3,0.5714285714285714,0.5833333333333334,0
1838698,1,0,926,453910.0,0,0,0,,0.0,0
1838773,1,1,170,311821.0,0,0,0,,1.0,0
1838792,2,2,298,621610.0,0,0,0,,1.0,0
1839420,1,0,1033,811310.0,0,0,0,,0.0,0
1839580,1,1,17,448320.0,0,0,0,,1.0,0
1839595,1,1,676,443144.0,0,0,0,,1.0,0
1839670,7,2,2,446110.0,7,0,0,1.0,0.2857142857142857,1
1839970,2,0,129,541990.0,4,0,0,1.0,0.0,0
1840067,2,1,843,448199.0,1,0,0,1.0,0.5,0
1840071,2,1,178,913910.0,0,0,0,,0.5,0
1840263,5,4,864,327214.0,4,0,0,1.0,0.8,1
1840553,8,1,549,445110.0,16,1,1,0.9375,0.125,0
1840669,5,1,1852,722512.0,12,0,0,1.0,0.2,0
1840767,10,9,465,336330.0,3,0,0,1.0,0.9,0
1840994,29,27,135,722310.0,26,0,0,1.0,0.9310344827586207,0
1841030,1,0,1346,452999.0,0,0,0,,0.0,0
1841033,2,2,138,321111.0,3,0,0,1.0,1.0,0
1841054,4,4,58,326160.0,15,0,0,1.0,1.0,0
1841317,3,2,151,913110.0,1,0,0,1.0,0.6666666666666666,0
1841342,1,0,401,722512.0,0,0,0,,0.0,0
1841358,3,0,226,448130.0,1,0,0,1.0,0.0,0
1841419,4,4,690,485110.0,0,0,0,,1.0,0
1841519,3,2,236,722512.0,0,0,0,,0.6666666666666666,0
1841557,7,0,22,722511.0,15,0,0,1.0,0.0,0
1841561,1,1,1786,611110.0,0,0,0,,1.0,0
1841649,8,8,1192,416210.0,7,2,2,0.7142857142857143,1.0,0
1841928,1,1,1573,417990.0,0,0,0,,1.0,0
1841963,1,1,1716,611110.0,0,0,0,,1.0,0
1841990,5,1,326,113312.0,2,0,0,0.5,0.2,0
1842032,7,0,306,722512.0,20,0,0,1.0,0.0,0
1842033,4,0,408,446199.0,5,0,0,1.0,0.0,0
1842363,31,31,24,331523.0,18,1,1,0.9444444444444444,1.0,0
1842506,6,1,488,237130.0,3,0,0,1.0,0.16666666666666666,1
1842666,1,1,1853,413110.0,0,0,0,,1.0,0
1842726,5,5,123,621610.0,0,0,0,,1.0,0
1842862,4,4,44,711217.0,12,0,0,1.0,1.0,0
1843040,1,1,1692,336390.0,7,0,0,1.0,1.0,0
1843277,2,1,213,611110.0,5,0,0,1.0,0.5,0
1843293,3,3,1131,444110.0,7,0,0,1.0,1.0,0
1843414,5,2,1114,417230.0,3,0,0,1.0,0.4,0
1843443,8,6,170,623110.0,4,0,0,1.0,0.75,0
1843473,5,4,618,722310.0,1,0,0,1.0,0.8,0
1843532,1,0,2062,722512.0,0,0,0,,0.0,0
1843581,5,3,558,811192.0,8,0,0,1.0,0.6,0
1843670,3,3,130,913910.0,0,0,0,,1.0,0
1843751,2,1,701,452999.0,0,0,0,,0.5,0
1843965,8,4,52,111219.0,2,0,0,1.0,0.5,0
1844080,1,0,811,722511.0,0,0,0,,0.0,0
1844088,4,4,794,332439.0,29,1,1,0.9655172413793104,1.0,0
1844841,1,0,2186,327110.0,0,0,0,,0.0,0
1844992,17,13,319,326198.0,27,1,1,0.9629629629629629,0.7647058823529411,0
1845366,11,7,372,332999.0,16,5,5,0.6875,0.6363636363636364,1
1845396,3,3,1088,113312.0,2,0,0,1.0,1.0,0
1845541,4,0,529,446110.0,8,0,0,1.0,0.0,0
1845560,3,0,1835,238220.0,15,0,0,1.0,0.0,0
1845698,5,3,428,713940.0,2,0,0,1.0,0.6,0
1845723,1,0,1342,418990.0,1,0,0,1.0,0.0,0
1845755,1,0,1627,448140.0,1,0,0,1.0,0.0,0
1845765,24,3,185,213117.0,86,18,18,0.7906976744186046,0.125,0
1846027,3,2,561,238220.0,3,0,0,1.0,0.6666666666666666,0
1846108,1,0,699,445110.0,0,0,0,,0.0,0
1846312,5,0,929,212323.0,3,0,0,1.0,0.0,0
1846381,2,2,922,236110.0,2,0,0,1.0,1.0,0
1846406,1,0,1046,445310.0,0,0,0,,0.0,0
1846830,3,2,535,418990.0,0,0,0,,0.6666666666666666,0
1847417,4,4,1411,332710.0,1,0,0,1.0,1.0,0
1847639,7,5,51,445110.0,2,0,0,1.0,0.7142857142857143,0
1848182,8,2,403,611110.0,0,0,0,,0.25,0
1848241,1,0,569,323119.0,0,0,0,,0.0,0
1848263,1,0,289,113312.0,2,0,0,1.0,0.0,0
1848284,4,2,208,624190.0,6,0,0,1.0,0.5,0
1848550,1,1,9,453310.0,0,0,0,,1.0,0
1848753,6,5,232,721111.0,13,0,0,1.0,0.8333333333333334,0
1848998,3,1,430,111419.0,4,0,0,1.0,0.3333333333333333,0
1849130,3,0,1039,213118.0,0,0,0,,0.0,0
1849411,2,1,388,621510.0,0,0,0,,0.5,0
1849441,1,1,2063,624410.0,0,0,0,,1.0,0
1849543,5,3,711,236210.0,0,0,0,,0.6,0
1849581,4,3,191,622111.0,0,0,0,,0.75,0
1850128,6,5,177,623110.0,0,0,0,,0.8333333333333334,0
1850340,2,2,1698,541330.0,1,0,0,1.0,1.0,0
1850978,7,7,871,722511.0,22,0,0,1.0,1.0,0
1851475,22,3,95,237310.0,5,0,0,1.0,0.13636363636363635,0
1851540,3,0,32,331420.0,9,0,0,1.0,0.0,0
1851541,2,0,32,419120.0,8,0,0,1.0,0.0,0
1851900,2,1,1072,451130.0,2,0,0,1.0,0.5,0
1852232,4,2,226,541940.0,5,0,0,1.0,0.5,0
1852442,1,0,1627,448130.0,3,0,0,1.0,0.0,0
1852596,10,7,60,326198.0,6,0,0,1.0,0.7,0
1852805,2,0,299,442298.0,3,0,0,1.0,0.0,0
1852806,2,0,324,722512.0,2,0,0,1.0,0.0,0
1852809,1,0,1045,913910.0,3,0,0,1.0,0.0,0
1853091,1,1,2171,713940.0,0,0,0,,1.0,0
1853192,4,4,11,485210.0,0,0,0,,1.0,0
1853205,1,1,93,611110.0,0,0,0,,1.0,0
1853209,7,3,1179,332619.0,23,1,1,0.9565217391304348,0.42857142857142855,0
1853241,5,3,1494,337123.0,6,0,0,1.0,0.6,0
1853432,5,5,569,236220.0,0,0,0,,1.0,0
1853787,1,0,611,236220.0,0,0,0,,0.0,0
1853810,5,3,229,623110.0,0,0,0,,0.6,0
1854101,3,3,1674,713930.0,0,0,0,,1.0,0
1854119,2,1,291,441110.0,0,0,0,,0.5,0
1854378,3,3,66,445210.0,0,0,0,,1.0,0
1854668,2,0,333,722512.0,2,0,0,1.0,0.0,0
1854848,8,7,513,416110.0,8,0,0,1.0,0.875,0
1854851,11,11,562,562210.0,1,0,0,1.0,1.0,0
1854994,1,0,2147,236210.0,0,0,0,,0.0,0
1855013,2,1,453,333990.0,5,0,0,1.0,0.5,0
1855434,2,1,23,339990.0,7,0,0,1.0,0.5,0
1855469,1,1,1887,315289.0,1,0,0,1.0,1.0,0
1855611,9,9,995,561110.0,4,0,0,1.0,1.0,0
1855615,2,0,200,811411.0,2,0,0,1.0,0.0,0
1856738,1,0,338,445310.0,0,0,0,,0.0,0
1856998,6,5,261,623110.0,3,0,0,1.0,0.8333333333333334,0
1857389,4,0,1115,541990.0,1,0,0,1.0,0.0,0
1857498,2,2,1446,611110.0,2,0,0,1.0,1.0,0
1857653,3,1,201,441310.0,4,0,0,1.0,0.3333333333333333,0
1857655,6,0,332,236110.0,4,1,1,0.5,0.0,0
1858222,7,7,225,623310.0,6,0,0,1.0,1.0,0
1858283,3,3,250,561210.0,0,0,0,,1.0,0
1858336,1,0,2151,414320.0,0,0,0,,0.0,0
1858356,2,1,30,442298.0,6,0,0,1.0,0.5,1
1858508,5,2,99,452999.0,4,0,0,1.0,0.4,0
1859075,2,2,2012,561210.0,1,0,0,1.0,1.0,0
1859086,3,1,89,332611.0,1,0,0,1.0,0.3333333333333333,0
1859087,4,0,677,441220.0,8,0,0,1.0,0.0,0
1859135,14,9,306,623999.0,5,0,0,1.0,0.6428571428571429,0
1859160,22,22,437,332321.0,22,1,2,0.9090909090909091,1.0,1
1860021,1,0,267,713910.0,0,0,0,,0.0,0
1860027,21,20,31,332810.0,19,1,1,0.9473684210526315,0.9523809523809523,1
1860323,3,0,330,445110.0,2,0,0,1.0,0.0,0
1860359,4,2,242,237310.0,0,0,0,,0.5,0
1860376,4,0,212,453999.0,9,0,0,1.0,0.0,0
1860455,13,0,59,212315.0,28,6,7,0.7857142857142857,0.0,0
1860716,3,2,1176,416320.0,2,0,0,1.0,0.6666666666666666,0
1860934,29,25,169,111419.0,12,2,2,0.8333333333333334,0.8620689655172413,0
1861059,3,2,150,561730.0,0,0,0,,0.6666666666666666,0
1861163,2,2,1024,339990.0,0,0,0,,1.0,0
1861325,1,0,706,722512.0,0,0,0,,0.0,0
1861788,4,2,430,444130.0,14,0,0,1.0,0.5,0
1862652,9,6,75,445110.0,4,0,0,1.0,0.6666666666666666,0
1862755,12,10,341,311230.0,0,0,0,,0.8333333333333334,0
1862896,3,1,544,236220.0,13,0,0,1.0,0.3333333333333333,0
1863172,3,3,521,418990.0,1,0,0,1.0,1.0,0
1863386,2,0,864,442110.0,1,0,0,1.0,0.0,0
1863431,1,1,197,722511.0,0,0,0,,1.0,0
1863493,2,0,64,312120.0,11,0,0,1.0,0.0,0
1863884,3,0,193,611690.0,0,0,0,,0.0,0
1863885,5,0,166,451119.0,9,0,0,1.0,0.0,0
1864267,3,0,718,238160.0,0,0,0,,0.0,0
1864477,17,15,53,623110.0,13,0,0,1.0,0.8823529411764706,0
1864540,3,0,162,236210.0,11,1,1,0.9090909090909091,0.0,0
1864734,3,1,1125,332710.0,13,0,0,1.0,0.3333333333333333,0
1864943,2,2,1154,713940.0,2,0,0,1.0,1.0,0
1864968,3,3,26,332319.0,2,0,0,1.0,1.0,0
1865019,1,0,2179,452999.0,0,0,0,,0.0,0
1865053,3,2,332,331210.0,3,0,0,1.0,0.6666666666666666,0
1865131,4,4,1586,238990.0,4,0,0,1.0,1.0,0
1865419,6,3,226,623999.0,4,0,0,1.0,0.5,0
1865441,1,0,968,561730.0,0,0,0,,0.0,0
1865512,1,1,32,811111.0,2,0,0,1.0,1.0,0
1865656,2,2,710,441110.0,0,0,0,,1.0,0
1865710,7,6,206,445110.0,8,0,0,1.0,0.8571428571428571,1
1865865,3,0,2033,448110.0,0,0,0,,0.0,0
1866175,2,0,1965,315289.0,0,0,0,,0.0,0
1866882,1,0,1738,444110.0,0,0,0,,0.0,0
1867842,5,5,604,326160.0,4,0,0,1.0,1.0,0
1867963,10,4,187,236110.0,18,2,5,0.8888888888888888,0.4,0
1868922,3,0,422,113311.0,0,0,0,,0.0,1
1869089,3,3,437,623999.0,0,0,0,,1.0,0
1869710,1,1,299,713940.0,0,0,0,,1.0,0
1870383,5,5,1136,913910.0,0,0,0,,1.0,0
1870417,5,5,493,623110.0,8,0,0,1.0,1.0,0
1870448,3,2,18,453999.0,5,0,0,1.0,0.6666666666666666,0
1870496,4,2,381,621499.0,1,0,0,1.0,0.5,0
1870504,6,1,64,212220.0,15,3,3,0.8,0.16666666666666666,1
1870510,8,0,141,212323.0,17,0,0,1.0,0.0,0
1870516,1,0,204,623221.0,0,0,0,,0.0,0
1870543,2,2,640,623310.0,0,0,0,,1.0,0
1870678,1,1,1171,811199.0,2,0,0,1.0,1.0,0
1870695,1,0,409,452991.0,1,0,0,1.0,0.0,0
1871095,4,4,17,326114.0,0,0,0,,1.0,0
1871253,1,1,1793,611410.0,2,0,0,1.0,1.0,0
1871421,3,2,26,443145.0,8,0,0,1.0,0.6666666666666666,0
1871694,4,4,61,311990.0,3,0,0,1.0,1.0,0
1871707,6,6,347,414460.0,3,0,0,1.0,1.0,0
1872473,1,1,1796,339990.0,0,0,0,,1.0,0
1872496,4,4,872,441110.0,0,0,0,,1.0,0
1872581,4,0,254,446110.0,1,0,0,1.0,0.0,0
1873006,16,16,38,561110.0,5,0,0,1.0,1.0,0
1873048,8,0,247,113311.0,0,0,0,,0.0,0
1873245,1,1,102,238990.0,0,0,0,,1.0,0
1876521,2,0,911,445210.0,5,0,0,1.0,0.0,1
1876834,4,1,304,339990.0,6,0,0,1.0,0.25,0
1877630,8,8,256,624220.0,0,0,0,,1.0,0
1877715,3,3,1514,623221.0,2,0,0,1.0,1.0,0
1877938,2,2,766,448140.0,0,0,0,,1.0,0
1878412,5,0,40,811111.0,1,0,0,1.0,0.0,1
1878681,3,3,1153,446110.0,2,0,0,1.0,1.0,0
1878873,6,5,67,311119.0,9,1,2,0.8888888888888888,0.8333333333333334,0
1878969,6,4,318,621990.0,0,0,0,,0.6666666666666666,0
1879062,5,5,236,333130.0,29,4,4,0.8620689655172413,1.0,0
1879237,9,9,243,452110.0,7,0,0,1.0,1.0,0
1879370,11,10,424,311420.0,12,0,0,1.0,0.9090909090909091,0
1879477,8,4,26,236110.0,37,2,3,0.9459459459459459,0.5,1
1879562,4,0,17,721111.0,5,0,0,1.0,0.0,0
1879629,3,0,616,722512.0,1,0,0,1.0,0.0,0
1879931,2,2,250,621610.0,1,0,0,1.0,1.0,0
1880064,3,0,346,722511.0,4,0,0,1.0,0.0,0
1880314,1,0,652,611110.0,1,0,0,1.0,0.0,0
1880345,4,0,718,236110.0,0,0,0,,0.0,0
1880417,4,4,1655,493190.0,2,0,0,1.0,1.0,0
1880816,2,2,1473,812115.0,2,0,0,1.0,1.0,0
1881020,3,3,31,713940.0,0,0,0,,1.0,0
1881377,1,1,2180,722511.0,0,0,0,,1.0,0
1881451,1,1,1205,721111.0,8,0,0,1.0,1.0,0
1881996,3,3,1762,722512.0,4,0,0,1.0,1.0,0
1882210,4,1,325,811111.0,5,0,0,1.0,0.25,0
1882589,6,2,192,722511.0,3,0,0,1.0,0.3333333333333333,0
1882937,11,8,579,331317.0,10,0,0,1.0,0.7272727272727273,0
1883459,9,2,292,212315.0,19,1,2,0.9473684210526315,0.2222222222222222,1
1883466,3,2,1572,448199.0,0,0,0,,0.6666666666666666,0
1883676,6,6,290,448199.0,9,0,0,1.0,1.0,0
1884197,5,3,32,722512.0,4,0,0,1.0,0.6,0
1884209,9,6,418,332510.0,6,0,0,1.0,0.6666666666666666,0
1884269,1,1,1950,326130.0,7,0,0,1.0,1.0,0
1884381,1,1,2166,611710.0,0,0,0,,1.0,0
1884442,2,1,2032,236110.0,4,0,0,1.0,0.5,0
1885229,1,0,43,332999.0,2,0,0,1.0,0.0,0
1885594,15,11,316,561722.0,5,0,0,1.0,0.7333333333333333,0
1885624,1,1,642,327215.0,0,0,0,,1.0,0
1885708,1,0,54,448140.0,0,0,0,,0.0,0
1885765,4,4,509,488490.0,0,0,0,,1.0,0
1886359,3,3,394,332319.0,8,0,0,1.0,1.0,0
1886665,2,1,1179,448199.0,0,0,0,,0.5,0
1886716,3,0,262,212323.0,7,0,0,1.0,0.0,0
1887419,12,12,180,327330.0,6,1,3,0.8333333333333334,1.0,0
1888326,3,3,675,335110.0,2,0,0,1.0,1.0,0
1888454,4,4,1445,623999.0,1,0,0,1.0,1.0,0
1888788,13,12,144,721114.0,33,2,1,0.9393939393939394,0.9230769230769231,0
1889619,3,0,1123,811121.0,12,0,0,1.0,0.0,0
1890173,4,4,101,323119.0,0,0,0,,1.0,0
1890381,4,3,352,441110.0,9,0,0,1.0,0.75,0
1890441,1,0,1611,324121.0,0,0,0,,0.0,0
1890488,3,0,1772,445299.0,6,0,0,1.0,0.0,0
1890996,26,25,15,621610.0,4,0,0,1.0,0.9615384615384616,0
1891120,9,6,72,623310.0,1,0,0,1.0,0.6666666666666666,0
1891428,12,11,61,621610.0,0,0,0,,0.9166666666666666,0
1892322,5,0,271,212323.0,3,0,0,1.0,0.0,0
1892636,27,27,240,913130.0,1,0,0,1.0,1.0,0
1892827,18,15,80,311990.0,23,1,3,0.9565217391304348,0.8333333333333334,0
1892892,1,0,428,722512.0,0,0,0,,0.0,0
1893476,1,0,247,561730.0,0,0,0,,0.0,1
1893764,9,4,1591,722512.0,3,0,0,1.0,0.4444444444444444,0
1894039,12,8,150,113312.0,14,2,2,0.8571428571428571,0.6666666666666666,0
1894244,12,11,138,452110.0,9,0,0,1.0,0.9166666666666666,0
1894364,7,5,127,622111.0,5,0,0,1.0,0.7142857142857143,0
1894684,2,0,345,444120.0,1,0,0,1.0,0.0,0
1894712,5,5,865,562210.0,4,0,0,1.0,1.0,0
1894898,19,11,1432,339990.0,18,1,1,0.9444444444444444,0.5789473684210527,1
1894901,7,5,582,336410.0,3,0,0,1.0,0.7142857142857143,0
1894927,1,1,681,611110.0,1,0,0,1.0,1.0,0
1895484,16,9,766,236110.0,25,2,2,0.92,0.5625,1
1895512,10,0,190,212323.0,19,0,0,1.0,0.0,0
1895552,7,6,347,452999.0,5,0,0,1.0,0.8571428571428571,0
1895847,15,15,193,325610.0,5,0,0,1.0,1.0,0
1895855,8,4,102,326160.0,3,0,0,1.0,0.5,0
1896016,6,4,1187,561990.0,7,1,1,0.8571428571428571,0.6666666666666666,0
1896401,1,1,1754,611690.0,0,0,0,,1.0,0
1896422,6,3,355,445110.0,1,0,0,1.0,0.5,0
1896424,3,3,1114,445110.0,7,0,0,1.0,1.0,0
1896431,1,0,1676,453999.0,5,0,0,1.0,0.0,0
1896875,2,0,54,212323.0,0,0,0,,0.0,0
1897201,1,1,2158,115210.0,0,0,0,,1.0,0
1897206,7,4,103,722512.0,2,0,0,1.0,0.5714285714285714,0
1897987,64,64,9,336370.0,25,1,1,0.92,1.0,0
1898188,1,0,339,722512.0,0,0,0,,0.0,0
1898631,3,1,1176,212315.0,15,0,0,1.0,0.3333333333333333,0
1898890,9,0,467,212323.0,54,4,8,0.9259259259259259,0.0,0
1899235,2,2,2126,722410.0,2,0,0,1.0,1.0,0
1899572,2,2,339,624190.0,0,0,0,,1.0,0
1899599,2,0,400,722310.0,0,0,0,,0.0,0
1899743,1,0,2167,446110.0,0,0,0,,0.0,0
1899755,3,3,220,561110.0,0,0,0,,1.0,0
1899913,6,4,395,452999.0,7,0,0,1.0,0.6666666666666666,0
1899930,1,0,919,811111.0,1,0,0,1.0,0.0,0
1899954,1,1,353,561210.0,0,0,0,,1.0,0
1900147,6,3,95,623110.0,4,0,0,1.0,0.5,0
1900353,7,1,484,623999.0,0,0,0,,0.14285714285714285,0
1900457,3,1,536,445110.0,1,0,0,1.0,0.3333333333333333,0
1900480,4,4,86,445110.0,1,0,0,1.0,1.0,0
1900896,2,0,120,721111.0,0,0,0,,0.0,0
1900922,2,2,163,212220.0,1,0,0,1.0,1.0,0
1901285,31,31,11,445291.0,27,1,1,0.9629629629629629,1.0,0
1901313,4,0,334,448140.0,1,0,0,1.0,0.0,0
1901434,3,3,171,722511.0,0,0,0,,1.0,0
1901576,8,5,12,238140.0,10,0,0,1.0,0.625,0
1901625,1,1,2048,333990.0,1,0,0,1.0,1.0,0
1901722,2,2,1318,812990.0,0,0,0,,1.0,0
1901880,9,3,151,623999.0,11,0,0,1.0,0.3333333333333333,0
1902114,5,0,458,493110.0,10,0,0,1.0,0.0,0
1902183,2,0,2090,722511.0,7,0,0,1.0,0.0,0
1902446,23,22,215,332329.0,7,0,0,1.0,0.9565217391304348,0
1902695,15,6,24,623999.0,12,0,0,1.0,0.4,0
1902849,2,0,1951,541940.0,1,0,0,1.0,0.0,0
1902862,3,3,2123,238220.0,11,0,0,1.0,1.0,0
1903022,3,3,411,451120.0,1,0,0,1.0,1.0,0
1903234,3,3,619,339990.0,5,0,0,1.0,1.0,0
1903262,11,9,319,561722.0,2,0,0,1.0,0.8181818181818182,0
1903515,2,0,784,448150.0,0,0,0,,0.0,0
1903666,5,0,473,452999.0,6,0,0,1.0,0.0,0
1903706,2,0,2164,453999.0,3,0,0,1.0,0.0,0
1903707,3,0,1068,448150.0,3,0,0,1.0,0.0,0
1903774,2,1,555,213119.0,3,0,0,1.0,0.5,0
1903878,2,0,2180,442110.0,0,0,0,,0.0,0
1903902,1,0,2178,713940.0,0,0,0,,0.0,0
1903907,1,1,2178,811210.0,3,0,0,1.0,1.0,0
1904169,2,0,2115,722512.0,5,0,0,1.0,0.0,0
1904447,8,8,75,493190.0,3,0,0,1.0,1.0,0
1904464,1,1,2173,446110.0,0,0,0,,1.0,0
1904735,10,10,428,562110.0,10,0,0,1.0,1.0,1
1904759,4,4,1584,339990.0,8,4,4,0.5,1.0,0
1904846,12,0,16,448140.0,20,1,1,0.95,0.0,0
1904852,17,17,460,561420.0,6,0,0,1.0,1.0,0
1904856,1,1,2172,622310.0,1,0,0,1.0,1.0,0
1904938,10,3,556,446199.0,14,0,0,1.0,0.3,0
1904939,12,8,128,452110.0,6,0,0,1.0,0.6666666666666666,0
1904940,6,1,29,327990.0,11,0,0,1.0,0.16666666666666666,0
1905024,3,2,1850,551114.0,1,0,0,1.0,0.6666666666666666,0
1905224,1,1,2167,335920.0,3,0,0,1.0,1.0,0
1905330,2,2,1482,711111.0,0,0,0,,1.0,0
1905461,13,11,135,452110.0,35,0,0,0.9428571428571428,0.8461538461538461,0
1905480,7,4,58,562990.0,13,0,0,1.0,0.5714285714285714,0
1905563,5,2,337,722512.0,13,0,0,1.0,0.4,0
1905609,8,7,9,112320.0,1,0,0,1.0,0.875,0
1905736,15,11,459,442110.0,22,0,0,0.9545454545454546,0.7333333333333333,1
1905738,1,0,2165,722512.0,2,0,0,1.0,0.0,0
1905839,2,1,1272,445310.0,0,0,0,,0.5,0
1905919,2,2,2167,339990.0,1,0,0,1.0,1.0,0
1906001,1,0,2172,484229.0,0,0,0,,0.0,0
1906066,1,0,2164,315249.0,0,0,0,,0.0,0
1906067,1,0,2165,315249.0,0,0,0,,0.0,0
1906134,4,4,2147,541690.0,12,0,0,1.0,1.0,0
1906282,1,1,291,621610.0,0,0,0,,1.0,0
1906351,3,3,2145,453910.0,2,0,0,1.0,1.0,0
1906428,2,2,2138,488410.0,6,0,0,1.0,1.0,0
1906518,9,2,124,623310.0,1,0,0,1.0,0.2222222222222222,0
1907109,2,2,2110,452999.0,0,0,0,,1.0,0
1907602,14,6,11,441110.0,36,0,0,1.0,0.42857142857142855,0
1907851,9,5,31,623110.0,2,0,0,1.0,0.5555555555555556,0
1907883,6,3,449,444110.0,10,0,0,1.0,0.5,0
1907905,4,4,473,812190.0,9,0,0,1.0,1.0,0
1908216,2,0,2138,452110.0,2,0,0,1.0,0.0,0
1908336,4,0,795,611110.0,3,0,0,0.6666666666666666,0.0,0
1908395,1,0,2144,419120.0,6,0,0,1.0,0.0,0
1908448,9,0,871,445110.0,16,0,0,1.0,0.0,0
1908696,1,0,2143,722512.0,0,0,0,,0.0,0
1908769,2,1,219,448140.0,0,0,0,,0.5,0
1908848,1,0,2139,332420.0,4,0,0,1.0,0.0,0
1908871,2,2,373,722511.0,2,0,0,1.0,1.0,0
1908875,1,1,2143,448150.0,4,0,0,1.0,1.0,0
1908881,2,1,2136,339950.0,7,1,1,0.8571428571428571,0.5,0
1908911,7,6,584,445110.0,7,0,0,1.0,0.8571428571428571,0
1909159,2,0,2088,541940.0,4,0,0,1.0,0.0,0
1909232,2,0,1746,442298.0,3,0,0,1.0,0.0,0
1909234,5,2,989,452110.0,6,0,0,1.0,0.4,0
1909498,2,2,2088,722512.0,4,0,0,1.0,1.0,0
1909518,2,0,2132,811412.0,3,0,0,1.0,0.0,0
1909655,5,5,341,914110.0,0,0,0,,1.0,0
1909868,1,1,2133,238210.0,0,0,0,,1.0,0
1909884,4,1,12,448310.0,11,0,0,1.0,0.25,0
1909968,3,0,800,113312.0,5,0,0,1.0,0.0,0
